vintage,avgPrcpFebruary,avgTempFebruary,avgPrcpMarch,avgTempMarch,avgPrcpApril,avgTempApril,avgPrcpMay,avgTempMay,avgPrcpJune,avgTempJune,avgPrcpJuly,avgTempJuly,avgPrcpAugust,avgTempAugust,avgPrcpSeptember,avgTempSeptember,avgPrcpOctober,avgTempOctober,bdod_0-100cm,bdod_100-200cm,cec_0-100cm,cec_100-200cm,cfvo_0-100cm,cfvo_100-200cm,clay_0-100cm,clay_100-200cm,nitrogen_0-100cm,nitrogen_100-200cm,ocd_0-100cm,ocd_100-200cm,ocs_0-30cm,phh2o_0-100cm,phh2o_100-200cm,sand_0-100cm,sand_100-200cm,silt_0-100cm,silt_100-200cm,soc_0-100cm,soc_100-200cm,appellation_Alexander Valley,appellation_Carneros,appellation_Columbia Valley,appellation_Coombsville,appellation_Dundee Hills,appellation_Eola-Amity Hills,appellation_Knights Valley,appellation_Los Carneros,appellation_Napa County,appellation_Napa Valley,appellation_Oak Knoll District,appellation_Oakville,appellation_Red Mountain,appellation_Russian River Valley,appellation_Rutherford,appellation_Santa Cruz Mountains,appellation_Sonoma Coast,appellation_Sonoma County,appellation_Sonoma Mountain,appellation_Spring Mountain District,appellation_St Helena,appellation_Willamette Valley,vineyard_Beringer Vineyards,vineyard_Delille Cellars,vineyard_Grgich Hills Estate,vineyard_Joseph Phelps Vineyards,vineyard_Kistler Vineyards,vineyard_Kongsgaard,vineyard_Martinelli,vineyard_Other,vineyard_Pahlmeyer,vineyard_Paul Hobbs,vineyard_Peter Michael Winery
2012,0.2529166666666665,42,0.7704545454545452,43,0.21777777777777774,51,0.2411688311688314,55,0.10915662650602398,59,0.005208333333333335,66,0.0,69,0.0038414634146341454,64,0.2626666666666656,54,151.45,151,187.60000000000002,194,10.0,10,200.05,171,102.10000000000001,53,134.8,28,63,5.302059991327963,5.800000000000001,109.8,143,624.7,614,86.95,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014,0.4862436548223381,51,0.1779183673469391,57,0.13856353591160284,59,0.0,63,0.0,65,0.0,68,0.002,67,0.013973509933774872,66,0.03322033898305075,64,154.9,160,230.4,280,31.0,30,219.75,222,68.60000000000001,34,116.0,37,39,5.902059991327963,6.4,376.6,392,344.2,297,70.55,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012,0.2529166666666665,42,0.7704545454545452,43,0.21777777777777774,51,0.2411688311688314,55,0.10915662650602398,59,0.005208333333333335,66,0.0,69,0.0038414634146341454,64,0.2626666666666656,54,151.45,151,187.60000000000002,194,10.0,10,200.05,171,102.10000000000001,53,134.8,28,63,5.302059991327963,5.800000000000001,109.8,143,624.7,614,86.95,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,0.1314705882352937,43,0.16950819672131148,47,0.18438271604938267,51,0.1710144927536229,58,0.04983606557377057,63,0.0,70,0.07499999999999972,70,0.4896078431372543,64,0.08132686084142404,51,148.55,148,196.64999999999998,206,0.0,0,251.20000000000002,192,107.55,40,146.79999999999998,24,70,5.902059991327963,6.6000000000000005,113.6,148,608.4000000000001,589,86.55,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,145.0,150,184.4,190,105.5,110,262.8,298,84.7,36,121.6,29,55,5.202059991327963,5.7,352.4,337,371.65,346,110.95,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76,157.2,160,219.55,294,0.0,0,166.8,157,69.25,31,115.15,32,36,5.6020599913279625,6.4,425.55,506,369.85,276,59.849999999999994,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76,157.2,160,219.55,294,0.0,0,166.8,157,69.25,31,115.15,32,36,5.6020599913279625,6.4,425.55,506,369.85,276,59.849999999999994,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012,0.07493055555555556,52,0.42071428571428576,53,0.5,56,0.004675324675324676,59,0.013734939759036145,62,0.0008333333333333332,63,0.0,64,0.000731707317073171,62,0.02083333333333329,62,139.75,149,153.4,145,183.5,245,197.5,193,145.70000000000002,60,124.95,25,60,5.502059991327963,5.9,442.1,468,324.85,283,128.55,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76,157.2,160,219.55,294,0.0,0,166.8,157,69.25,31,115.15,32,36,5.6020599913279625,6.4,425.55,506,369.85,276,59.849999999999994,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,137.55,146,194.0,190,82.25,105,286.2,315,69.30000000000001,36,130.6,27,57,5.302059991327963,5.800000000000001,338.45000000000005,315,336.75,317,95.5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,0.4862436548223381,51,0.1779183673469391,57,0.13856353591160284,59,0.0,63,0.0,65,0.0,68,0.002,67,0.013973509933774872,66,0.03322033898305075,64,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014,0.4862436548223381,51,0.1779183673469391,57,0.13856353591160284,59,0.0,63,0.0,65,0.0,68,0.002,67,0.013973509933774872,66,0.03322033898305075,64,160.35,160,253.14999999999998,249,12.5,10,247.8,236,69.7,36,116.30000000000001,37,34,5.902059991327963,6.4,240.55,251,421.6,389,69.15,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,0.4862436548223381,51,0.1779183673469391,57,0.13856353591160284,59,0.0,63,0.0,65,0.0,68,0.002,67,0.013973509933774872,66,0.03322033898305075,64,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76,157.2,160,219.55,294,0.0,0,166.8,157,69.25,31,115.15,32,36,5.6020599913279625,6.4,425.55,506,369.85,276,59.849999999999994,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2007,0.39571428571428574,44,0.13741935483870965,48,0.12533333333333332,49,0.0370967741935484,56,0.03466666666666667,61,0.03483870967741936,69,0.022580645161290325,67,0.028999999999999998,61,0.21322580645161288,51,147.65,149,193.2,196,0.0,0,373.85,440,119.25,68,157.7,31,88,5.302059991327963,5.7,142.55,151,466.95,385,117.94999999999999,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,137.55,146,194.0,190,82.25,105,286.2,315,69.30000000000001,36,130.6,27,57,5.302059991327963,5.800000000000001,338.45000000000005,315,336.75,317,95.5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,0.04370558375634522,29,0.04016326530612239,42,0.02088397790055251,51,0.007786259541984719,59,0.01102941176470592,66,0.0,77,0.02440000000000004,75,0.010033112582781457,64,0.03728813559322017,55,144.7,146,130.7,113,0.0,0,49.8,32,54.6,35,72.55000000000001,27,23,7.802059991327964,8.200000000000001,379.7,359,497.0,522,48.1,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76,157.2,160,219.55,294,0.0,0,166.8,157,69.25,31,115.15,32,36,5.6020599913279625,6.4,425.55,506,369.85,276,59.849999999999994,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2001,0.2592857142857143,47,0.03483870967741936,54,0.015333333333333338,52,0.0,63,0.008666666666666666,66,0.0,65,0.0,66,0.017241379310344827,63,0.01645161290322581,62,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009,0.4439999999999998,48,0.04934426229508194,52,0.05130000000000002,56,0.07499999999999997,60,0.0032967032967032967,62,0.0,64,0.0,66,0.009375,67,0.28377551020408165,60,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,145.0,150,184.4,190,105.5,110,262.8,298,84.7,36,121.6,29,55,5.202059991327963,5.7,352.4,337,371.65,346,110.95,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010,0.15484848484848493,50,0.1002777777777778,51,0.19445255474452566,53,0.04602094240837691,56,0.0,65,0.0,63,0.0,64,0.0,66,0.21664772727272646,60,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,145.0,150,184.4,190,105.5,110,262.8,298,84.7,36,121.6,29,55,5.202059991327963,5.7,352.4,337,371.65,346,110.95,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,145.0,150,184.4,190,105.5,110,262.8,298,84.7,36,121.6,29,55,5.202059991327963,5.7,352.4,337,371.65,346,110.95,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59,154.9,160,230.4,280,31.0,30,219.75,222,68.60000000000001,34,116.0,37,39,5.902059991327963,6.4,376.6,392,344.2,297,70.55,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76,157.2,160,219.55,294,0.0,0,166.8,157,69.25,31,115.15,32,36,5.6020599913279625,6.4,425.55,506,369.85,276,59.849999999999994,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,0.4862436548223381,51,0.1779183673469391,57,0.13856353591160284,59,0.0,63,0.0,65,0.0,68,0.002,67,0.013973509933774872,66,0.03322033898305075,64,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76,160.4,161,215.4,233,30.15,25,216.10000000000002,219,60.15,36,117.25,38,36,5.802059991327963,6.4,317.75,340,408.6,401,57.900000000000006,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2008,0.2263291139240507,50,0.016813186813186814,53,0.016179775280898874,55,0.0,58,0.0,62,0.0003333333333333333,63,0.0,63,0.0003333333333333333,64,0.026086956521739132,61,139.75,149,153.4,145,183.5,245,197.5,193,145.70000000000002,60,124.95,25,60,5.502059991327963,5.9,442.1,468,324.85,283,128.55,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014,0.4862436548223381,51,0.1779183673469391,57,0.13856353591160284,59,0.0,63,0.0,65,0.0,68,0.002,67,0.013973509933774872,66,0.03322033898305075,64,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,0.4439999999999998,48,0.04934426229508194,52,0.05130000000000002,56,0.07499999999999997,60,0.0032967032967032967,62,0.0,64,0.0,66,0.009375,67,0.28377551020408165,60,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007,0.18285714285714288,49,0.011290322580645159,55,0.043,56,0.011290322580645159,60,0.0,64,0.0,67,0.0,67,0.0016666666666666668,64,0.06483870967741935,58,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2008,0.1293670886075949,49,0.01153846153846154,52,0.006404494382022473,54,0.002637362637362637,60,0.0,64,0.0,66,0.0,68,0.0,65,0.019239130434782613,61,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,145.0,150,184.4,190,105.5,110,262.8,298,84.7,36,121.6,29,55,5.202059991327963,5.7,352.4,337,371.65,346,110.95,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59,154.9,160,230.4,280,31.0,30,219.75,222,68.60000000000001,34,116.0,37,39,5.902059991327963,6.4,376.6,392,344.2,297,70.55,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59,154.9,160,230.4,280,31.0,30,219.75,222,68.60000000000001,34,116.0,37,39,5.902059991327963,6.4,376.6,392,344.2,297,70.55,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59,140.8,150,290.2,289,153.5,150,282.55,273,72.6,40,109.2,31,45,5.902059991327963,6.4,203.0,191,418.85,410,84.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012,0.07493055555555556,52,0.42071428571428576,53,0.5,56,0.004675324675324676,59,0.013734939759036145,62,0.0008333333333333332,63,0.0,64,0.000731707317073171,62,0.02083333333333329,62,139.75,149,153.4,145,183.5,245,197.5,193,145.70000000000002,60,124.95,25,60,5.502059991327963,5.9,442.1,468,324.85,283,128.55,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010,0.2383333333333333,53,0.1103703703703702,53,0.2256569343065691,54,0.03848167539267016,57,0.0,62,0.0006451612903225806,61,0.0009677419354838713,62,0.0003333333333333333,65,0.1951704545454545,60,139.75,149,153.4,145,183.5,245,197.5,193,145.70000000000002,60,124.95,25,60,5.502059991327963,5.9,442.1,468,324.85,283,128.55,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
